,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
69225,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.182473980338
69226,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|255928922|ref|NC_013085.1| Synechococcus phage S-RSM4, complete genome",Cyanophage,n_count,0.794566525019
69227,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|756979970|ref|NZ_KI911318.1| Desulfurococcus amylolyticus Z-533 genomic scaffold scaffold1, whole genome shotgun sequence",Crenarchaeota,n_count,6.59577811719e-05
69228,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__157517,MGII,n_count,1.55597364993
69229,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822983|dbj|BBBE01000026.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00026, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69230,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"NZ_AFXB01000010.1 SAR116 cluster alpha proteobacterium HIMB100 contig10, whole genome shotgun sequence",SAR116,n_count,0.193832689842
69231,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"NZ_AFXB01000004.1 SAR116 cluster alpha proteobacterium HIMB100 contig4, whole genome shotgun sequence",SAR116,n_count,0.0150844088832
69232,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822999|dbj|BBBE01000010.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00010, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69233,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2620094_1815 /station=TARA_039 /depth=25 /filter=0-0.22,Cyanophage,n_count,0.529444076531
69235,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,2.53928463134
69236,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|326783979|ref|NC_015288.1| Prochlorococcus phage Syn1, complete genome",Cyanophage,n_count,0.193637258547
69237,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__367655,MGII,n_count,0.105106555126
69238,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|326782024|ref|NC_015280.1| Prochlorococcus phage P-HM1, complete genome",Cyanophage,n_count,8.80386966119
69239,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932823006|dbj|BBBE01000003.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00003, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69240,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822993|dbj|BBBE01000016.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00016, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69241,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|148724443|ref|NC_009531.1| Cyanophage Syn5, complete genome",Cyanophage,n_count,0.0013325175088
69242,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__157643,MGII,n_count,5.67594898302
69243,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__2441869,MGII,n_count,0.0346609554324
69244,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.863410376183
69245,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__173007,MGII,n_count,0.044412489171
69246,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2620894_1263 /station=TARA_065 /depth=30 /filter=0.1-0.22,Cyanophage,n_count,7.52373622381
69247,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|326781756|ref|NC_015279.1| Synechococcus phage S-SM2, complete genome",Cyanophage,n_count,0.574078709149
69248,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|126177952|ref|NC_009051.1| Methanoculleus marisnigri JR1, complete genome",Euryarchaeota,n_count,0.00038766097135
69249,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,4.37004238499
69250,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__152209,MGII,n_count,1.183373087
69251,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2622694_4896 /station=TARA_122 /depth=115 /filter=0.1-0.22,Cyanophage,n_count,1.53108886883
69252,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|388483859|ref|NC_006882.2| Prochlorococcus phage P-SSP7, complete genome",Cyanophage,n_count,1.90184525377
69253,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2620273_7202 /station=TARA_042 /depth=80 /filter=0-0.22,Cyanophage,n_count,7.71491854257
69254,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__152276,MGII,n_count,1.7089442555
69255,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|509141110|ref|NC_021335.1| Halovirus HRTV-7, complete genome",Halovirus,n_count,0.0
69256,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822994|dbj|BBBE01000015.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00015, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69257,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__162378,MGII,n_count,0.0916981668937
69258,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822990|dbj|BBBE01000019.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00019, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69260,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822976|dbj|BBBE01000033.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00033, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69261,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|326783443|ref|NC_015286.1| Synechococcus phage Syn19, complete genome",Cyanophage,n_count,0.203126161499
69262,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__367509,MGII,n_count,1.18914859479
69263,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822972|dbj|BBBE01000037.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00037, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69264,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|460042436|ref|NC_020484.1| Pelagibacter phage HTVC008M, complete genome",SAR11_Phage,n_count,0.267088888813
69265,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"ENA|CM001443|CM001443.1 uncultured marine group II euryarchaeote chromosome, whole genome shotgun sequence. ",MGII,n_count,0.036844709228
69266,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.591571108704
69268,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|460042324|ref|NC_020482.1| Pelagibacter phage HTVC011P, complete genome",SAR11_Phage,n_count,0.0271492439835
69269,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__172706,MGII,n_count,1.30283699669
69270,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822988|dbj|BBBE01000021.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00021, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69272,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822992|dbj|BBBE01000017.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00017, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69273,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822975|dbj|BBBE01000034.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00034, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69274,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__156581,MGII,n_count,6.31212064457
69275,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822969|dbj|BBBE01000040.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00040, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69276,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.469270658977
69277,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__156409,MGII_virus,n_count,0.015023691582
69278,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__154566,MGII_virus,n_count,0.00697544407459
69279,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|663530238|gb|KF901159.1| Uncultured marine group II/III euryarchaeote KM3_88_H06 genomic sequence,MGII,n_count,0.0265667112711
69281,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|472340220|ref|NC_020845.1| Cyanophage MED4-213, complete genome",Cyanophage,n_count,30.8996065236
69282,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__155057,MGII_virus,n_count,0.00251098592927
69283,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619903_3744 /station=TARA_034 /depth=5 /filter=0-0.22,Cyanophage,n_count,0.107372643429
69284,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"NZ_AFXB01000006.1 SAR116 cluster alpha proteobacterium HIMB100 contig6, whole genome shotgun sequence",SAR116,n_count,0.0455695569902
69285,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__160241,MGII,n_count,1.20321866379
69286,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822968|dbj|BBBE01000041.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00041, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69287,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__1205742,MGII,n_count,0.054786902026
69288,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__152292,MGII,n_count,1.92989259483
69289,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|472341815|ref|NC_020857.1| Cyanophage MED4-117 genomic sequence,Cyanophage,n_count,0.106245161409
69290,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2620879_23,MGII_virus,n_count,0.00183669084272
69291,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2622736_279440 /station=TARA_123 /depth=150 /filter=0.1-0.22,Cyanophage,n_count,1.15213161927
69292,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__155773,MGII_virus,n_count,0.00463892195729
69293,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|312281391|ref|NC_006884.2| Prochlorococcus phage P-SSM4, complete genome",Cyanophage,n_count,8.88615706863
69294,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619962_238 /station=TARA_036 /depth=17 /filter=0-0.22,Cyanophage,n_count,2.46460210803
69295,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|482770381|gb|ARPJ01000001.1| Marine group II euryarchaeote SCGC AAA288-C18 A288C18DRAFT_2505694915.1_C, whole genome shotgun sequence",MGII,n_count,0.0250581998255
69296,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__344836,MGII,n_count,2.31266904924
69298,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822998|dbj|BBBE01000011.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00011, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69299,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619791_458 /station=TARA_025 /depth=50 /filter=0-0.22,Cyanophage,n_count,1.42868382339
69300,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|294083570:675264-676151 Candidatus Puniceispirillum marinum IMCC1322, complete genome",SAR116,n_count,0.0
69301,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|422936140|ref|NC_019516.1| Cyanophage S-TIM5, complete genome",Cyanophage,n_count,0.0300581019273
69302,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822989|dbj|BBBE01000020.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00020, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69303,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|511534117|ref|NC_021471.1| Halovirus HSTV-1, complete genome",Halovirus,n_count,0.0
69304,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|326783215|ref|NC_015285.1| Prochlorococcus phage Syn33, complete genome",Cyanophage,n_count,0.261185120353
69305,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932823007|dbj|BBBE01000002.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00002, whole genome shotgun sequence",Euryarchaeota,n_count,0.000965275610267
69306,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|288892655|gb|CP001899.1| Ferroglobus placidus DSM 10642, complete genome",Euryarchaeota,n_count,0.000762659088162
69307,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|343459436|gb|CP002838.1| Pyrolobus fumarii 1A, complete genome",Crenarchaeota,n_count,0.000193769861924
69308,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__402642,MGII,n_count,0.22261663097
69309,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.205354591127
69310,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822987|dbj|BBBE01000022.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00022, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69311,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619888_5466 /station=TARA_034 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,0.739068180037
69312,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|526244935|ref|NC_021864.1| Puniceispirillum phage HMO-2011, complete genome",SAR116_Phage,n_count,0.0202737518099
69313,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2622799_8590 /station=TARA_124 /depth=120 /filter=0.1-0.22,Cyanophage,n_count,0.490423928596
69314,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2621085_65,MGII_virus,n_count,0.00971942614797
69315,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|966198239|ref|NC_028663.1| Cyanophage P-TIM40, complete genome",Cyanophage,n_count,1.59743825961
69316,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|472341521|ref|NC_020855.1| Cyanophage P-RSM6 genomic sequence,Cyanophage,n_count,2.18764586073
69317,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,4.74137461401
69318,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__158356,MGII,n_count,0.725683519021
69319,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822981|dbj|BBBE01000028.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00028, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69320,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__403162,MGII,n_count,0.11299501121
69321,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__156040,MGII,n_count,2.01975616294
69322,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,Eury_contig__182440,MGII,n_count,2.35964879747
69323,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2622821_608 /station=TARA_125 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,2.13247306255
69324,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"NZ_AFXB01000007.1 SAR116 cluster alpha proteobacterium HIMB100 contig7, whole genome shotgun sequence",SAR116,n_count,0.0394014254722
69325,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|170516806|gb|EU556724.1| Uncultured marine group II euryarchaeote DeepAnt-15E7 genomic sequence,MGII,n_count,0.182098505462
69326,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__156027,MGII,n_count,2.25252467334
69327,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|663526170|gb|KF901053.1| Uncultured marine group II/III euryarchaeote KM3_74_A11 genomic sequence,MGII,n_count,0.105093451724
69328,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|331028007|ref|NC_015465.1| Synechococcus phage S-CBS3, complete genome",Cyanophage,n_count,0.0
69329,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|372217768|ref|NC_016658.1| Cyanophage NATL1A-7, complete genome",Cyanophage,n_count,0.435727146276
69330,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2622656_647526 /station=TARA_122 /depth=5 /filter=0.1-0.22,Cyanophage,n_count,1.93368727872
69331,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|472340512|ref|NC_020847.1| Cyanophage MED4-184 genomic sequence,Cyanophage,n_count,0.145569320639
69332,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2621061_122,MGII_virus,n_count,0.00334939647663
69333,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932823001|dbj|BBBE01000008.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00008, whole genome shotgun sequence",Euryarchaeota,n_count,0.000146623088731
69334,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932823004|dbj|BBBE01000005.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00005, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69335,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__167199,MGII,n_count,0.0937486906849
69336,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__155598,MGII,n_count,0.0941801328698
69337,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__154680,MGII_virus,n_count,0.00615483797152
69338,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__1209387,MGII,n_count,0.0592345606499
69339,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822970|dbj|BBBE01000039.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00039, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69340,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__154592,MGII_virus,n_count,0.0262739295102
69341,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|58532811|ref|NC_006820.1| Synechococcus phage S-PM2, complete genome",Cyanophage,n_count,0.386277170691
69342,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__173319,MGII,n_count,1.95182009519
69343,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__1205679,MGII,n_count,2.09673426456
69344,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__2447543,MGII,n_count,0.0239265523658
69345,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822978|dbj|BBBE01000031.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00031, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69347,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__3236544,MGII,n_count,0.0457473113796
69348,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,10.9344451781
69349,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,SAMEA2619962_2313 /station=TARA_036 /depth=17 /filter=0-0.22,Cyanophage,n_count,0.35199544147
69350,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932822985|dbj|BBBE01000024.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00024, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69351,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,158.866235631
69352,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__1205646,MGII,n_count,0.0614888083807
69353,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.536296107041
69354,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"gi|932823003|dbj|BBBE01000006.1| Thermococcus peptonophilus JCM 9653 DNA, contig: JCM9653.contig00006, whole genome shotgun sequence",Euryarchaeota,n_count,0.0
69355,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,contig__400168,MGII,n_count,1.79935038236
69356,TARA_056,,,5.0,BACT_NUC-DNA(100L)_W0.22-3,BACT,ERR599057,IO,ERS489712,"NZ_AFXB01000008.1 SAR116 cluster alpha proteobacterium HIMB100 contig8, whole genome shotgun sequence",SAR116,n_count,0.02459596637
